date,page,title,tenure,location,salary,industry,education,prior_experience,signing_bonus,stock_or_bonus,total_comp,extra_col
2019,2,Title: Data Scientist,Tenure length: < 1 yr,Location: NYC,Salary: 165k,"Company/Industry: HealthTech, reinforcement learning",Education: Bachelor's,Prior Experience: 2 yoe in RL,"Relocation/Signing Bonus: None, same city","Stock and/or recurring bonuses: Performance based bonus, probably won't hit",Total comp: 165k,
2019,2,Title: Senior Data Scientist,Tenure length: Been here 1 month,Location: LA,Salary: 160K,Company/Industry: Tech,Education: BS Engineering/ MS in DS,Prior Experience:,Relocation/Signing Bonus: N/A Was locall,Stock and/or recurring bonuses: 7K stock option,,
2019,2,Title: Data Scientist,"Tenure length: 3 months in current role, 2 years as data analyst",Location: St. Louis,"Salary: ~$95,000",Company/Industry: Healthcare,Education: Masters,Prior Experience: Nothing relevant,Relocation/Signing Bonus:  N/A,Stock and/or recurring bonuses: Zilch,"Total comp: ~$95,000",
2019,2,Title: Data Scientist,Tenure length: Starting Spring 2020,Location: Seattle,"Salary: 118,000",Company/Industry: Big tech company,"Education: BS in CS, Data science. Completing MS in CS",Prior Experience: 3 data science internships,Relocation/Signing Bonus: 30k,"Stock and/or recurring bonuses: 130k / 4 years, 0-20% salary bonus per year",Total comp: ~ 165k,
2019,2,Title: Senior Business Intelligence Analyst,Tenure length: 4 months,Location: Riverside County,"Salary: $88,000",Company/Industry: Beverage/CPG,"Education: BS Pure Mathematics, MS Applied Mathematics",Prior Experience:,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: Some stock program I haven't looked into. 10% annual bonus.,"Total comp: ~$100,000",
2019,2,Title: senior data scientist,Tenure length: 2.5,Location: Denver metro,"Salary: $151,000",Company/Industry: internet/web tech,Education: MS,"Prior Experience: 1 year, also in web tech","Relocation/Signing Bonus: $5,000","Stock and/or recurring bonuses: $100,000 (expected bonus and yearly stock)","Total comp: ~$250,000",
2019,2,Title: Data Scientist,Tenure length: 1.5 years,Location: San Francisco,Salary: 187k,Company/Industry: FB,Education: PhD (unrelated to DS--structural bio and neuropharmacology),Prior Experience: 3 years in Bay Area tech companies,Relocation/Signing Bonus: 50k signing,"Stock and/or recurring bonuses: 90k RSU, 30k bonus (15%)",Total comp: 305k,
2019,2,Title: Director of Data Science,"Tenure length: 6 months at current company, 6.5 years post PhD experience","Location: Houston, TX",Salary: 200k,"Company/Industry: Small company, very niche segment in the entertainment space",Education: PhD in Engineering,"Prior Experience: CPG, Distribution, Software.","Relocation/Signing Bonus: None, was local","Stock and/or recurring bonuses: 30% recurring bonus, given small share of company which only has any value if we sell the company.",Total comp: 260K,
2019,2,Title: Data scientist 3,Location: Florida,Salary: 140k,Industry: e-commerce,Education: Masters,Experience: 6 years,"RSU/Bonus: 20k, 10%",Total comp: 174k,,,
2019,2,Title: Data Scientist,Tenure: 1.5 yrs,Location: Chicago,Salary: $110k,Industry: Tech startup,Education: PhD,Prior Experience: 2 yrs data scientist at a Fortune 11,Relocation/Signing Bonus: No,Stock and/or recurring bonuses: A few %,Total comp: $110-115k,
2019,2,•	⁠Title: Jr. Data Scientist,•	⁠Tenure length: 1.25 years,•	⁠Location: Central Europe,•	⁠Salary: $800-900/mo,•	⁠Company/Industry: Big 4,"•	⁠Education: BS in Finance, finishing Msc in Financial Engineering",•	⁠Prior Experience:  1 year as an a actuary,•	⁠Stock and/or recurring bonuses: np.nan,•	⁠Total comp: $800-900/mo,,
2019,2,**Title: Director,**Tenure length: 5 years,**Location: San Francisco,**Salary: 185k,**Company/Industry: Financial Services,**Education: Masters,**Prior Experience:,**Relocation/Signing Bonus: Do not remember,**Stock and/or recurring bonuses: RSUs $100k per year / Year-end Bonus $70k per year,**Total comp: 355k,
2019,2,Title: Data Scientist II,Tenure: 1 year,Base: 135k,Sign-on: 32k,"Stock: 50 RSU over 4 years, 2 RSU in year 1.",TC: ~170k,Benefits; pretty meh,Company: FAANG,Location: Seattle,,
2021,3,Title: Senior Data Scientist Lead,"Tenure length: 8 Years (5 as normal DS, 2 as Senior, 1 as Senior Lead)",Location: St Louis (office),"Salary: $137,500",Company/Industry: Large corporation in biotech/agrotech,Education: PhD,Prior Experience: Joined current employer directly out of grad school,Relocation/Signing Bonus: Full relocation costs + $5500,Stock and/or recurring bonuses:,"Total comp: $183,000",
2021,3,Title: Data Scientist,"Tenure length: 4 month internship, 4 months current role","Location: Vancouver, BC (50% WFH)",Salary: $90K (CAD),Company/Industry: Mid-size non tech,"Education: PhD, Physics",Prior Experience: 2 years various part-time and contract DS/DA work,Relocation/Signing Bonus: None,"Stock and/or recurring bonuses: ~10% profit sharing, ~10% performance bonus","Total comp: ~$108K (CAD, pro-rated)",
2021,3,Learn Big Data Course online Free by Big Data Trunk,We are providing a free online course on Big Data. The course will clear all the fundamentals of Big Data. This Big data Introduction course is the first stop in the Big Data curriculum series coming up at Stanford. We also cover Hadoop’s big data introduction inside the Online Big Data Course Series.,Course Curriculum,Data Types,5 Vs of Big Data,History of Hadoop,What is Hadoop,Hadoop Eco-System & Hadoop Components,Big Data Ecosystem,Big Data Storage,Big Data Flavor
2021,3,Title: Senior Staff Data Scientist,Tenure length: 3 years.,"Location: Was in the bay area, now fully remote in a MCOL area","Salary: $240,000","Company/Industry: Tech, not FAANG","Education: MS in Mathematics, dropped out of a phd program after Masters","Prior Experience: 13 years, pretty much all of it in the Data / ML space.",Relocation/Signing Bonus: 0,"Stock and/or recurring bonuses: 30% of my base salary as cash bonus, which translates to $72k, and ~$570k per year based on current valuation of stock.",Total comp: ~$882k per year,
2021,3,Title: data scientist,Tenure length: just accepted,Location: Illinois,"Salary: 100k, 14% bonus",Company/Industry: Caterpillar,"Education: marketing undergrad, MBA, self taught analytics and stats",,,,,
2021,3,Title: Graduate Trainee Data Scientist,Tenure length: 2 months,"Location: Buckinghamshire , UK","Salary: £27,000",Company/Industry: Waste Management,Education: BSc Applied Mathematics,Prior Experience: None (Entry Level Graduate Scheme),"Total comp: £27,000",,,
2021,3,Title: Head of Machine Learning,Tenure length: < 1 year,Location: Germany,"Salary: $120,000",Company/Industry: Startup,Education: PhD,"Prior Experience: 2 years DS, 2 years lead DS",Relocation/Signing Bonus: no,"Stock and/or recurring bonuses: $20,000 yearly bonus","Total comp: $140,000",
2021,3,Title: Process Data Scientist,Tenure length: 7 months,Location: SF Bay Area,Salary: $150k,Company/Industry: Semiconductors,Education: ChemE PhD,Prior Experience: brief stint as a postdoc + 3.5 years as ChE,Relocation/Signing Bonus: 0,Stock and/or recurring bonuses: RSU comes out to ~20k/year and bonus is set to 20%,Total comp: $200k,
2021,3,Title: Decision Scientist,Tenure length: 8 months,Office Location: Denver,"Salary: $100,000",Company/Industry: Late stage tech startup,Education: MA Economics,"Prior Experience: 7.5 years at a marketing agency, 5 as QA/SWE, 2.5 as data scientist",Relocation/Signing Bonus: None,Stock and/or recurring bonuses:,"Total Comp: ~$130,000",
2020,3,Title: Data Scientist,Tenure length: 3yrs,Location: Houston,"Salary: $140,000",Company/Industry: Oil and Gas,Education: Masters in Applied Statistics,Prior Experience: 2yrs of actuarial experience,"Relocation/Signing Bonus: $15,000 signing bonus",Stock and/or recurring bonuses: 15-30% bonus  (no bonus this year of course due to Covid),"Total comp: $140,000",
2020,3,Title: Senior Business Analyst (part of an analytics team),Tenure length: 2 months,Location: Pacific NW,"Salary: $120,000",Company/Industry: FAANG,Education: BS in completely unrelated field,Prior Experience: 4 yrs in previous SBA role - 3 yrs in Financial Analyst role,"Relocation/Signing Bonus: $45,000 YR 1 / $38,000 YR 2","Stock and/or recurring bonuses: $125,000 RSU","Total comp: Year 1 total comp = $168,000",
2019,3,•	⁠Title: Data Analyst II,•	⁠Tenure length: 3 years,•	⁠Location: Dallas,"•	⁠Salary: $85,000",•	⁠Company/Industry: Pharmaceutical distribution,•	⁠Education: Something worse than a liberal arts degree,•	⁠Prior Experience: 2 small startups,•	⁠Relocation/Signing Bonus: n/a,•	⁠Stock and/or recurring bonuses: up to 8% bonus per year,"•	⁠Total comp: ~$92,000","Mostly work with programmers to acquire data from clients. Not hard work, but get to do a lot of programming in SQL and create my own Python applications whenever I want. My boss loves when I make our lives easier."
2019,3,Title: Data Scientist,Tenure length: just started,Location: NYC,Salary: 175k,Company/Industry: generic tech startup,Education: MS,Prior Experience: 6 years of DS and analytics stuff,Relocation/Signing Bonus: lol nope,"Stock and/or recurring bonuses: 5% cash bonus, stock options with E(X) = 0",Total comp: 183k,
2019,3,"Title: Director, Data Science",Tenure length: ~5 years,Location: NYC,Salary: $230k,Company/Industry: Tech,Education: PhD,Prior Experience: Ad Tech,Stock and/or recurring bonuses: 45k RSU / 50k Bonus,Total comp: 325k,,
2019,3,Title: Data Analyst,Tenure length: 13 months,Location: Sacramento,"Salary: ~$54,000",Company/Industry: Academia,Education: B.S. (Math),Prior Experience: 4 years doin' other stuff,Relocation/Signing Bonus: n/a,Stock and/or recurring bonuses: n/a,"Total comp: ~$54,000 (?)",
2019,3,Title: Data Analytics Manager,"Tenure length: 4mo as Manager, 11mo as Data Analyst",Location: SF Bay Area,"Salary: $105,000","Company/Industry: Energy startup, ~80 employees.","Education: BA from Canadian University, 6 month DS bootcamp.",Prior Experience: Two years in QA Technician role at a FAANG,Relocation/Signing Bonus: N/A,"Stock and/or recurring bonuses: Stock, up to 10% performance bonus.",Total comp: $105-135k,
2019,3,"Looks like everyone is from US, here's one from England!",Title: Senior Data Scientist,Should probably add benefits/other info to help compare:,28 days paid vacation,,,,,,,
2019,3,"Dumping pay grade ranges for a F500 in the Healthcare space. The list shows the experience requirements for grades with relatively consistent job postings, upper & lower bounds of the range, and the salary budgeting assumption used for an FTE in that grade:","1 - Analysts (0+ years) - $48,000 to $86,000 - $59,000","2 - Sr. Analysts/Data Scientists (3+ years) - $60,000 to $106,000 - $74,000","3 - Lead Analysts/Sr. Data Scientists (5+ years) - $75,000 to $134,000 - $92,000","4 - Lead Data Scientist/Analytics Manager - $92,000 to $169,000 - $114,000","5 - Director of Analytics - $125,000 to $232,000 - $157,000",,,,,
2019,3,Throwaway account to remain anon. For 2019:,Title: Principal Data Scientist,Tenure Length: 1.5 years,Salary: $160k base,"Location: Fayetteville, Arkansas (work remotely)",Company/Industry: SaaS/Tech,Education: PhD,"Prior Experience: 6 years full time experience, 1 year internship, but only 2 prior years as an actual ""data scientist"" before that I was more of a statistician/consultant.",Stock/Bonus: Shares each year (private company) worth about ~$30k/yr at current valuation & $15k/yr in bonuses,Total Comp: ~$205k/yr,
2019,3,Title: Data Scientist/People Analytics/Human Capital,Tenure length: 4 Months,Location: Greater NYC,"Salary: $145,000",Company/Industry: Fortune 50 - Global Tech Company/ HR Analytics,Education:,B.Sc. Sociology '13,M.A. Cognitive Science '15,M.Sc. Learning Analytics '16,Ph.D. Cognitive Science (ABD/Current Student - PT) '2020,Prior Experience:
2019,3,Title: Senior Data Scientist,"Tenure length: 6 Years (5 as normal DS, 1 as Senior)",Location: Large Midwestern city (not Chicago),"Salary: $121,000",Company/Industry: Large corporation in biotech/agrotech,Education: PhD,Prior Experience:  Joined current employer directly out of grad school,Relocation/Signing Bonus: Full relocation costs + $5500,Stock and/or recurring bonuses: 15% annual bonus (depends on company performance),"Total comp: ~$139,000 with full bonus",
2019,3,Title: Business Data Analyst,Tenure Length: 1.5 Years,Location: Virginia (Urban),"Salary: $51,000",Company/Industry: DSD Logistics (~60 employees),Education: MA (Economics),Prior Experience: Data Manager for University Professor (1 Year),Relocation/Signing Bonus: No Clue,Stock and/or Recurring Bonuses: Ditto,"Total Comp: $51,000 (?)",
2019,3,Title: Sr Analytics Consultant,Tenure length: 2+yrs (entry-level start w/ 2 promos),Location: Canada,Salary: CAD 80-85K,Company/Industry: Consulting (Digital),Education: Economics BA,"Prior Experience: internship (different company, same industry)",,,,
2019,3,Title: Data Scientist,Tenure length: 2 years,Location: North Carolina,Salary: $100k,Company/Industry: Healthcare,Education: MS,Prior Experience: None,Relocation/Signing Bonus: lol,Stock and/or recurring bonuses: ~2k,Total comp: $102k,
2019,3,Title: Head Scientist,Tenure length: 6 months,Location: SF Bay Area,Salary: $120k,Company/Industry: Tech Startup,Education: PhD,Prior Experience: Academia (with highly relevant domain knowledge),Stock and/or recurring bonuses: TBD,Total comp: 120k (?),,
2019,3,Title: Data Scientist I,Tenure length:  1 year,Location: East Coast City (Not NYC),Salary: $95k,Company/Industry: Nonprofit,Education: MS Business Analytics,Prior Experience: ~10 years of highly quantitative market research,Relocation/Signing Bonus: none,Stock and/or recurring bonuses: possible profit-sharing,Total comp: ~$100k?,
2019,3,Title: Data Analyst,Tenure length: 1 year,Location: Chicago,Salary: $60k,Company/Industry: Marketing,Education: Bachelors in Mech Eng from an Ivy,Prior Experience: Internships not in the industry/field/position,,,,
2019,3,• Title: Analytics Manager,• Tenure length: 1 year,• Location: Seattle,• Salary: $110k,• Company/Industry: Tech,• Education: Math Undergrad Degree,• Prior Experience: 3 years Analytics Consulting (mix of both direct analyst roles and managing teams or projects),• Stock and/or recurring bonuses: 20k Bonus,• Total comp: 130k,"Started as an analyst, then lead a small team when consulting. Now manage 7 person team after I went full time for my client. Expecting a promotion at the end of this year or will find one in the market. Targeting around 160k based on what I do and what others in similar roles make I know, as my work had expanded a lot but not my title or pay in the last year.",
2019,3,Title: Data Scientist,Tenure: 1 year,"Location: Bay Area, CA","Salary: $450,000",Industry: Internet media,Education: Berkeley Physics PhD,Prior experience: 2 years,Signing bonus: $0,"Stock bonus: $25,000","Total comp: $475,000",
2019,3,Title: Reporting Analyst,Tenure length:  2 yr,Location: Chattanooga TN,"Salary: ~$58,000",Company/Industry: Insurance,"Education: B.S. (political science), just started MS Analytics",Prior Experience: none,Relocation/Signing Bonus:,Stock and/or recurring bonuses: 5% annual bonus,Total comp: ~60k,
2019,3,Title: Senior Data Scientist,Tenure length: 1.5 years,Location: Bay Area,Salary: $180K,Company/Industry: Tech,Education: BA Economics,Prior Experience: 4 years in Data Analysis in tech,Stock and/or recurring bonuses: 35K Stocks/15% Bonus,Relocation/Sign-On Bonus: 25k,Total comp: 240k (without relocation/sign-on),
2019,3,Title: senior analyst,Tenure: 6mo,Location: Seattle,Salary: 85k,Company: academia/public health,Education: PhD,Prior experience: postdoc/none,Total compensation: ~100k,,,
2019,3,Title: Product Analyst,Years of Experience: 7,Location: SF/Bay Area,Base Salary: $170K,Company/Industry: Tech (YouTube),Education: PhD (unrelated field),Annual Stock Vest: 130K,Bonus: ~10% of base,Total comp: 320K,,
2019,3,Title: Data Scientist,Tenure length: Just started in October 2019,Location: SF Bay Area,Salary: $120K,Company/Industry: Tech,Education: MS,Prior Experience: 0 full time experience (This is my first job ever),Relocation/Signing Bonus: $5K,Stock and/or recurring bonuses: Nothing ($0),Total comp: $125K,
2019,3,Title: Data Scientist,Tenure length: 1 year,Location: South Florida,Salary: 80k,Company/Industry: B2B Logistics,Education: MS Econ in USA,Prior Experience: 1 year as a Data Scientist,Relocation/Signing Bonus: 2k,Stock and/or recurring bonuses: NA,Total comp: 80k,
2019,3,Title: Senior Consultant - Data Scientist,Tenure length: 1 year (as of tomorrow),Location: NoVA/DC,"Salary: $115,000",Company/Industry: Technology Consulting,"Education: B.S, Mechanical Engineering",Prior Experience: Consultant - Data Analyst at Accenture for ~ 3 years,Relocation/Signing Bonus: N/A,"Stock and/or recurring bonuses: Will find out soon after appraisals are done (heard good things about the bonus, ~8-10k)",Total comp: Salary + annual bonus (performance + tenure),
2019,3,Title: Research analyst. My work is closer to data engineering,Location: US Top 10 highest COL city,Salary: 85k,Company/Industry: Finance,Education:  Science and math heavy bachelors,Prior Experience: 2 years. I got lucky the position essentially allowed me to learn full time working under a post doc.,Relocation/Signing Bonus: 5k,Stock and/or recurring bonuses:  ~1200,Total comp: ~86k,,
2019,3,Title: Research Investigator,Tenure length: 1.2 years,Location: Greater Philly area,"Salary: 117,000",Company/Industry: Top 10 pharmaceutical company,"Education: Ph.D. Bioinformatics, BS Computer Science",Prior Experience: One summer internship as an undergrad at a biotech company plus relevant research experience during my PhD,"Relocation/Signing Bonus: Relocation totally handled, but I'm on the hook to pay it back if I leave within 2 years","Stock and/or recurring bonuses: 8% bonus target per year, plus company- and personal-performance multipliers",Total comp: ~125-130k,
2019,3,Title: BI Analyst,Tenure length: ~1 Years,Location: Chicago,Salary: 48K,Company/Industry:  Logistics & Supply Chain,Education: BS,Prior Experience: Logistics & Supply Chain(2 Years),Stock and/or recurring bonuses: N/A,Total comp: 48k,,
2019,3,Title: Data Scientist,Tenure length: 1 year,Location: NYC,Salary: 80K,Company/Industry: Fintech,Education: BA Econ,"Prior Experience: 1 year as data analyst, different industry",Relocation/Signing Bonus: 0,Stock and/or recurring bonuses: 15%,Total comp: ~90K,
2019,3,Title: Researcher,Tenure length: ~5 years,Location: NYC,Salary: $200k,Company/Industry: Tech,Education: Master's,Prior Experience: Advertising Analytics,Stock and/or recurring bonuses: $35k RSU/$40k bonus,Total comp: $275k,,
2019,3,Title: Lead Data Engineer,Tenure length: < 1yr,Location: Toronto,Salary: 130k,Company/Industry: Banking,Education: Some college,"Prior Experience: ~25yrs overall, ~8 in data engineering",Relocation/Signing Bonus: 40k,Stock and/or recurring bonuses: 30k/yr RSU,Total comp: ~180k,
2019,3,Title: Business Analyst I,Tenure length: 6 months,Location: Chicago,"Salary: $59,000 (+ $11k benefits)",Company/Industry: Large tech company,"Education: BA (Global Studies), self-taught SQL/Python",Prior Experience: n/a (3 prior sales roles),Relocation/Signing Bonus: n/a,"Stock and/or recurring bonuses: ~$10,000","Total comp: $80,000",
2019,3,Title: Senior Data Scientist,Tenure length:  ~1 year,Location: Washington DC,Salary: 121k,Company/Industry: Finance,Education: PhD,"Prior Experience: ~1 Year, Senior DS",Relocation/Signing Bonus: 15k,Stock and/or recurring bonuses:  3-5% Base,Total comp: 125k,
2019,3,Title: Data Analyst,Tenure length: 2.5 years,"Location: Austin, TX","Salary: $96,000",Company/Industry: Ecommerce Software,"Education: Liberal Arts Master's Degree, also a night bootcamp (during second job)",Prior Experience:,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: Nothing recurring,"Total comp: $96,000",
2019,3,Title: Data Scientist,Tenure length: 4 years,Location: (US) Boonies,"Salary: 100,400",Company/Industry: Finance (just shy of 5k employees),Education: masters in statistics,Prior Experience: None,Relocation/Signing Bonus: None,Stock and/or recurring bonuses: 7200,"Total comp: 107,600",
2019,3,Title: Data Scientist,Tenure length: haven't started yet,"Location: Austin, TX",Salary: $65k,Company/Industry: Large automaker,Education: B.S. Comp Sci,Prior Experience:,"Relocation/Signing Bonus: not sure, but I know others who also moved from my area and they report about $12k.",Stock and/or recurring bonuses: recurring 10% annual raise for 3 yrs,Total comp: $85k,
2019,3,Title: Marketing Coordinator,Tenure length: ~5 years,Location: Ohio,Salary: $30k,Company/Industry: Multifamily Housing,Education: BFA Ballet and BS Political Science,Prior Experience: None,Stock and/or recurring bonuses: None,Total comp: 30k,,
2019,3,Title: Senior Data Scientist,Tenure length: 8 months,Location: Denver,"Salary: $130,000",Company/Industry:,Education: PhD,Prior Experience: 3 years at 2 companies as a DS (90k -> 105k),Relocation/Signing Bonus: 1k relocation,Stock and/or recurring bonuses: 10% annual bonus + stock stuff,"Total comp: $130-143,000",
2019,3,Title: Senior Systems Analyst,"Tenure length: About 6 months full-time, before that was part-time as I finished my MS",Location: Boston,Salary: 95k,Company/Industry: Finance,"Education: Undergrad math, MS applied statistics","Prior Experience: grad school projects, internship here, part-time here while finishing school",Relocation/Signing Bonus: N/A,Stock and/or recurring bonuses: ~20% annual bonus,Total comp: ~ $115k,
